개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
한들문화센터 이벤트홀,한들문화센터,강의실,연중무휴,09:00,23:00,09:00,23:00,Y,4,(평일)130000+(평일야간)195000+(주말)160000+(주말 야간)240000,4,130000,214,638,빔프로젝트+빔스크린+노트북+음향+냉난방,인터넷,,충청남도 천안시 서북구 음봉로861-50,,충청남도 천안시청,시설관리공단,041-529-5194,https://handle.cfmc.or.kr/,36.8280342,127.1046064,2022-09-14,4490000,충청남도 천안시
북부스포츠센터 수영장,북부스포츠센터,기타,매주 월+신정+설연휴+추석연휴,06:00,21:00,09:00,18:00,Y,2,(평일)240000+(주말)360000,2,240000,100,350,이동식앰프,공문,,충청남도 천안시 서북구 성환읍 성환1로 45,,충청남도 천안시청,시설관리공단,041-529-5040,https://sports.cfmc.or.kr/,36.89977237,127.1319951,2022-09-14,4490000,충청남도 천안시
통영시청소년수련원 분임토의실1(수련관동),통영시청소년수련원,기타,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,38500,0.5,19250,20,52,사각곡률테이블,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2023-04-17,5330000,경상남도 통영시
포승레포츠 공원 체육시설,포승레포츠 공원,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,30000,1,6000,,6400,,방문,,,경기도 평택시 포승읍 방림리 51-30,경기도 평택시청 안중출장소,지역경제과,031-8024-8242,,36.982747,126.884100,2023-01-31,3910000,경기도 평택시
통영시청소년수련원 분임토의실2(수련관동),통영시청소년수련원,기타,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,38500,0.5,19250,50,67,2인책상테이블,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2023-04-17,5330000,경상남도 통영시
통영시청소년수련원 식당(수련관동 1층),통영시청소년수련원,기타,설 당일+추석 당일,07:30,18:00,07:30,18:00,Y,24,7000,0,0,216,511.4,집단급식소운영,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2023-04-17,5330000,경상남도 통영시
통영시청소년수련원 실내집회장(수련관동 2층),통영시청소년수련원,기타,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,137500,0.5,68750,236,305.64,공연+행사활용,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2023-04-17,5330000,경상남도 통영시
통영시립충무도서관 학습실,통영시립충무도서관,기타,금+법정공휴일,09:00,22:00,09:00,18:00,N,,,,,,89.9,,,,경상남도 통영시 용남면 기호바깥길 7-89,경상남도 통영시 용남면 장문리 910,경상남도 통영시청,평생학습관,055-650-2640,www.tongyeonglib.or.kr,34.8729955,128.4199928,2023-04-17,5330000,경상남도 통영시
광희동 주민센터 강의실(3층),광희동 주민센터,강의실,일+공휴일,09:00,21:00,10:00,18:00,Y,,,,,20,54,책상+의자+화이트보드+냉난방설비,전화+방문,,서울특별시 중구 퇴계로 303-9,,서울특별시 중구 광희동,광희동주민센터,02-3396-6654,http://www.junggu.seoul.kr/dong/gwanghui/main.do,37.564461,127.005039,2023-03-13,3010000,서울특별시 중구
천안시청 봉서홀,천안시청봉서홀,강당,일+공휴일,09:00,22:00,09:00,22:00,Y,,,,,1051,,,방문,,충청남도 천안시 서북구 번영로 156,,충청남도 천안시청,회계과,041-521-5304,,36.81612985,127.113047,2022-09-14,4490000,충청남도 천안시
신방체육관,체육시설,체육관,연중무휴,09:00,20:00,09:00,18:00,N,,,,,150,3958.4,휴게실 등,방문,,충청남도 천안시 동남구 천안천변길 195-6,,충청남도 천안시청,체육진흥과,041-521-5759,,36.78538854,127.1291243,2022-09-14,4490000,충청남도 천안시
천안역지하도상가 회의실,천안역지하도상가,회의실,설 당일+추석 당일,09:00,18:00,09:00,18:00,N,4,,,,56,197,빔프로젝터+전자칠판+음향+마이크,인터넷,,충청남도 천안시 동남구 버들로 2,,충청남도 천안시청,시설관리공단,041-529-5158,https://www.cfmc.or.kr/_shop/,36.8088214,127.153577,2022-09-14,4490000,충청남도 천안시
복현2동 행정복지센터 주차장,복현2동 행정복지센터,기타,연중무휴,18:00,09:00,00:00,23:59,N,,,,,,,,방문,,대구광역시 북구 복현로8길 16-5,,대구광역시 북구,,,,35.895397,128.625473,2023-04-05,3450000,대구광역시 북구
태전2동 행정복지센터 강당,태전2동 행정복지센터,강의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,전화,,대구광역시 북구 칠곡중앙대로52길 32,,대구광역시 북구,,,,35.921492,128.548765,2023-04-05,3450000,대구광역시 북구
태전2동 행정복지센터 주차장,태전2동 행정복지센터,기타,연중무휴,00:00,23:59,00:00,23:59,N,,,,,,,,전화,,대구광역시 북구 칠곡중앙대로52길 32,,대구광역시 북구,,,,35.921492,128.548765,2023-04-05,3450000,대구광역시 북구
태전2동 행정복지센터 회의실,태전2동 행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,전화,,대구광역시 북구 칠곡중앙대로52길 32,,대구광역시 북구,,,,35.921492,128.548765,2023-04-05,3450000,대구광역시 북구
대불스포츠클럽 주차장,대불스포츠클럽,기타,명절+근로자의 날+공휴일,08:00,22:00,08:00,22:00,Y,,,,,,,,,,대구광역시 북구 유통단지로8길 56,,대불스포츠클럽,,,,35.904432,128.6111321,2023-04-05,3450000,대구광역시 북구
대불스포츠클럽 체육시설,대불스포츠클럽,체육관,명절+근로자의 날+공휴일,08:00,22:00,08:00,22:00,Y,,,,,,,,전화,,대구광역시 북구 유통단지로8길 56,,대불스포츠클럽,,,,35.904432,128.6111321,2023-04-05,3450000,대구광역시 북구
산격종합사회복지관 강당,산격종합사회복지관,회의실,일+공휴일+근로자의 날,09:00,21:00,09:00,15:00,N,,,,,,,,전화,,대구광역시 북구 연암로 183,,사회복지법인 대구생명의전화,,053-381-9193,,35.90109672,128.5958895,2023-04-05,3450000,대구광역시 북구
산격종합사회복지관 대회의실,산격종합사회복지관,회의실,일+공휴일+근로자의 날,09:00,21:00,09:00,15:00,N,,,,,,,,전화,,대구광역시 북구 연암로 183,,사회복지법인 대구생명의전화,,053-381-9193,,35.90109672,128.5958895,2023-04-05,3450000,대구광역시 북구
산격종합사회복지관 사회교육실1,산격종합사회복지관,회의실,일+공휴일+근로자의 날,09:00,21:00,09:00,15:00,N,,,,,,,,전화,,대구광역시 북구 연암로 183,,사회복지법인 대구생명의전화,,053-381-9193,,35.90109672,128.5958895,2023-04-05,3450000,대구광역시 북구
산격종합사회복지관 소회의실,산격종합사회복지관,회의실,일+공휴일+근로자의 날,09:00,21:00,09:00,15:00,N,,,,,,,,전화,,대구광역시 북구 연암로 183,,사회복지법인 대구생명의전화,,053-381-9193,,35.90109672,128.5958895,2023-04-05,3450000,대구광역시 북구
선린종합사회복지관 강당,선린종합사회복지관,다목적실,일+공휴일+근로자의 날,09:00,22:00,09:00,18:00,Y,,,,,,,,전화,,대구광역시 북구 관음동로 9길 10-25,,사회복지법인 선린복지재단,,053-323-2297,,35.937845,128.545503,2023-04-05,3450000,대구광역시 북구
선린종합사회복지관 사회교육실1,선린종합사회복지관,강의실,일+공휴일+근로자의 날,09:00,22:00,09:00,18:00,Y,,,,,,,,전화,,대구광역시 북구 관음동로 9길 10-25,,사회복지법인 선린복지재단,,053-323-2297,,35.937845,128.545503,2023-04-05,3450000,대구광역시 북구
선린종합사회복지관 사회교육실2,선린종합사회복지관,강의실,일+공휴일+근로자의 날,09:00,22:00,09:00,18:00,Y,,,,,,,,전화,,대구광역시 북구 관음동로 9길 10-25,,사회복지법인 선린복지재단,,053-323-2297,,35.937845,128.545503,2023-04-05,3450000,대구광역시 북구
선린종합사회복지관 사회교육실3,선린종합사회복지관,강의실,일+공휴일+근로자의 날,09:00,22:00,09:00,18:00,Y,,,,,,,,전화,,대구광역시 북구 관음동로 9길 10-25,,사회복지법인 선린복지재단,,053-323-2297,,35.937845,128.545503,2023-04-05,3450000,대구광역시 북구
선린종합사회복지관 사회교육실4,선린종합사회복지관,강의실,일+공휴일+근로자의 날,09:00,22:00,09:00,18:00,Y,,,,,,,,전화,,대구광역시 북구 관음동로 9길 10-25,,사회복지법인 선린복지재단,,053-323-2297,,35.937845,128.545503,2023-04-05,3450000,대구광역시 북구
청소년회관 북구어린이도서관,청소년회관,기타,일+공휴일+도서관 운영 필요에 따른 기관장이 정한 날,09:00,18:00,09:00,17:00,N,,,,,30,95.4,,방문,,대구광역시 북구 검단로 71-17,,북구청소년육성재단,,053-383-3787,https://www.bukguzzang.co.kr,35.905776,128.616052,2023-04-05,3450000,대구광역시 북구
청소년회관 아트홀,청소년회관,기타,일+공휴일+청소년행사+무대점검,08:00,21:00,08:00,17:00,Y,,,,,183,389,,방문+팩스+홈페이지,,대구광역시 북구 검단로 71-17,,북구청소년육성재단,,053-383-1300,https://www.bukguzzang.co.kr,35.905776,128.616052,2023-04-05,3450000,대구광역시 북구
청소년회관 주차장,청소년회관,기타,연중무휴,00:00,23:59,00:00,23:59,Y,,,,,67,1493,,,,대구광역시 북구 검단로 71-17,,북구청소년육성재단,,053-383-1300,https://www.bukguzzang.co.kr,35.905776,128.616052,2023-04-05,3450000,대구광역시 북구
삼양동주민센터 회의실,삼양동주민센터,회의실,매주 토요일+일요일+공휴일,10:00,18:00,00:00,00:00,N,1,,,,,90,,인터넷+방문+전화,,서울특별시 강북구 솔매로 69,서울특별시 강북구 미아동 791-350,서울특별시 강북구청,삼양동 주민센터,02-3778-4003,https://yeyak.seoul.go.kr/web/main.do,37.6249739,127.0198903,2023-04-04,3080000,서울특별시 강북구
미아동주민센터 강의실,미아동주민센터,강의실,매주 토요일+일요일+공휴일,17:00,18:00,00:00,00:00,N,1,,,,,103,,방문+전화,,서울특별시 강북구 솔매로49길 14,서울특별시 강북구 미아동 197-1,서울특별시 강북구청,미아동 주민센터,02-3778-4054,https://yeyak.seoul.go.kr/web/main.do,37.6270904,127.026982,2023-04-04,3080000,서울특별시 강북구
제천어울림체육센터 수중운동실,제천어울림체육센터,기타,월+토+일,09:00,18:00,00:00,00:00,Y,1,5000,1,,1,68.62,수중리프트+부력기구 6종,방문,,충청북도 제천시 관전로 70,충청북도 제천시 신백동 412,충청북도 제천시청 시설관리사업소,,043-653-9993,https://jcfmc.jecheon.go.kr,37.130652,128.229932,2023-04-02,4400000,충청북도 제천시
제천어울림체육센터 소형풀장,제천어울림체육센터,기타,월+일+공휴일,09:00,18:00,09:00,16:00,Y,2,2000,2,,10,214.31,수중자전거+부력기구 6종,방문,,충청북도 제천시 관전로 70,충청북도 제천시 신백동 412,충청북도 제천시청 시설관리사업소,,043-653-9993,https://jcfmc.jecheon.go.kr,37.130652,128.229932,2023-04-02,4400000,충청북도 제천시
제천어울림체육센터 체력단련실,제천어울림체육센터,기타,월+공휴일,07:00,20:00,08:00,16:00,Y,2,2500,2,,20,215.57,헬스기구 및 장비,방문,,충청북도 제천시 관전로 70,충청북도 제천시 신백동 412,충청북도 제천시청 시설관리사업소,,043-653-9993,https://jcfmc.jecheon.go.kr,37.130652,128.229932,2023-04-02,4400000,충청북도 제천시
스포츠파크 야구장,스포츠파크,다목적경기장,월+1월1일+설 연휴+추석 연휴,05:00,22:00,05:00,22:00,Y,3,80000,60,0.2,1000,,,방문+전화,,충청북도 보은군 보은읍 군청길 71,충청북도 보은군 보은읍 성주리 34,충청북도 보은군청,스포츠산업과,043-540-3742,https://www.boeun.go.kr/sports/index.do,36.48419001,127.7306461,2022-10-12,4420000,충청북도 보은군
스포츠파크 씨름연습장,스포츠파크,기타,월+1월1일+설 연휴+추석 연휴,05:00,22:00,05:00,22:00,Y,3,,,,20,,조명,방문+전화,,충청북도 보은군 보은읍 군청길 71,충청북도 보은군 보은읍 이평리 244,충청북도 보은군청,스포츠산업과,043-540-3742,https://www.boeun.go.kr/sports/index.do,36.48415667,127.7306461,2022-10-12,4420000,충청북도 보은군
스포츠파크 실내연습장,스포츠파크,야구장,월+1월1일+설 연휴+추석 연휴,05:00,22:00,05:00,22:00,Y,3,,,,60,,조명,방문+전화,,충청북도 보은군 보은읍 군청길 71,충청북도 보은군 보은읍 이평리 244,충청북도 보은군청,스포츠산업과,043-540-3742,https://www.boeun.go.kr/sports/index.do,36.48415667,127.7306461,2022-10-12,4420000,충청북도 보은군
월드컵빌리지 축구장 천연,월드컵빌리지,축구장,설 연휴+추석 연휴+1월 1일,09:00,22:00,09:00,22:00,Y,1,100000,,,,140066,,공단 통합예약시스템에서 예약,,부산광역시 기장군 일광읍 체육공원1로 29,,부산광역시 기장군청,문화체육과,051-792-4780,https://lims.gijangcmc.or.kr/,35.304972,129.2428553,2023-02-22,3400000,부산광역시 기장군
월드컵빌리지 테니스장,월드컵빌리지,테니스장,설 연휴+추석 연휴+1월 1일,09:00,22:00,09:00,22:00,Y,1,5000,,,,140066,,공단 통합예약시스템에서 예약,,부산광역시 기장군 일광읍 체육공원1로 29,,부산광역시 기장군청,문화체육과,051-792-4780,https://lims.gijangcmc.or.kr/,35.304972,129.2428553,2023-02-22,3400000,부산광역시 기장군
철마체육시설 축구장,철마체육시설,축구장,설 연휴+추석 연휴+1월 1일,09:00,18:00,09:00,18:00,Y,1,50000,,,,22226,,공단 통합예약시스템에서 예약,,부산광역시 기장군 철마면 철마로 543,,부산광역시 기장군청,문화체육과,051-792-4820,https://lims.gijangcmc.or.kr/,35.27261529,129.1556788,2023-02-22,3400000,부산광역시 기장군
철마체육시설 테니스장,철마체육시설,테니스장,설 연휴+추석 연휴+1월 1일,09:00,18:00,09:00,18:00,Y,1,5000,,,,22226,,공단 통합예약시스템에서 예약,,부산광역시 기장군 철마면 철마로 543,,부산광역시 기장군청,문화체육과,051-792-4820,https://lims.gijangcmc.or.kr/,35.27261529,129.1556788,2023-02-22,3400000,부산광역시 기장군
장안천야구장,장안천야구장,야구장,설 연휴+추석 연휴+1월 1일,09:00,22:00,09:00,22:00,Y,3,220000,,,,15698,,공단 통합예약시스템에서 예약,,부산광역시 기장군 장안읍 고무로294,,부산광역시 기장군청,문화체육과,051-792-4810,https://lims.gijangcmc.or.kr/,35.33168819,129.2789973,2023-02-22,3400000,부산광역시 기장군
기장현대차드림볼파크,기장현대차드림볼파크,야구장,설 연휴+추석 연휴+1월 1일,09:00,22:00,09:00,22:00,Y,3,300000,,,,196515,,공단 통합예약시스템에서 예약,,부산광역시 기장군 장안읍 고무로294,,부산광역시 기장군청,문화체육과,051-792-4810,https://lims.gijangcmc.or.kr/,35.33168819,129.2789973,2023-02-22,3400000,부산광역시 기장군
정관체육시설 축구장,정관체육시설,축구장,설 연휴+추석 연휴+1월 1일,09:00,22:00,09:00,22:00,Y,1,50000,,,,21672,,공단 통합예약시스템에서 예약,,부산광역시 기장군 정관읍 정관중앙로 138-11,,부산광역시 기장군청,문화체육과,051-792-4840,http://www.gijangcmc.or.kr/park/park06.asp,35.32853726,129.1838921,2023-02-22,3400000,부산광역시 기장군
초평면사무소 건강관리실,초평면사무소,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,10,42.98,러닝머신(3)+사이클(3)+종합운동기구(3)+안마기(1)+찜질기(1),방문,,충청북도 진천군 초평면 초동로 45-6,충청북도 진천군 초평면 용정리 584-8,충청북도 진천군 초평면사무소,총무팀,043-539-8463,,36.84587639,127.5268297,2023-04-10,4450000,충청북도 진천군
덕산읍사무소 대회의실,덕산읍사무소,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,200,307,책상(40)+의자(150),방문+전화,,충청북도 진천군 덕산읍 덕금로 829,충청북도 진천군 덕산읍 용몽리 637,충청북도 진천군 덕산읍사무소,총무팀,043-539-8405,http://www.jincheon.go.kr/home/sub.do?menukey=314,36.91352482,127.509727,2023-04-10,4450000,충청북도 진천군
